id,z_min,z_max
001481_1875-ORI_71_h_flip.tif,-3425.904541,-3393.185059
001481_1875-ORI_71_hv_flip.tif,-3425.904541,-3393.185059
001481_1875-ORI_72.tif,-3423.683350,-3323.693604
001481_1875-ORI_72_v_flip.tif,-3423.683350,-3323.693604
001481_1875-ORI_72_h_flip.tif,-3423.683350,-3323.693604
001481_1875-ORI_72_hv_flip.tif,-3423.683350,-3323.693604
001481_1875-ORI_73.tif,-3406.729980,-3321.423828
001481_1875-ORI_73_v_flip.tif,-3406.729980,-3321.423828
001481_1875-ORI_73_h_flip.tif,-3406.729980,-3321.423828
001481_1875-ORI_73_hv_flip.tif,-3406.729980,-3321.423828
001481_1875-ORI_74.tif,-3391.347168,-3342.071289
001481_1875-ORI_74_v_flip.tif,-3391.347168,-3342.071289
001481_1875-ORI_74_h_flip.tif,-3391.347168,-3342.071289
001481_1875-ORI_74_hv_flip.tif,-3391.347168,-3342.071289
001481_1875-ORI_75.tif,-3377.142090,-3288.866211
001481_1875-ORI_75_v_flip.tif,-3377.142090,-3288.866211
001481_1875-ORI_75_h_flip.tif,-3377.142090,-3288.866211
001481_1875-ORI_75_hv_flip.tif,-3377.142090,-3288.866211
001481_1875-ORI_76.tif,-3366.710205,-3196.324951
001481_1875-ORI_76_v_flip.tif,-3366.710205,-3196.324951
001481_1875-ORI_76_h_flip.tif,-3366.710205,-3196.324951
001481_1875-ORI_76_hv_flip.tif,-3366.710205,-3196.324951
001481_1875-ORI_77.tif,-3476.518555,-3403.691895
001481_1875-ORI_77_v_flip.tif,-3476.518555,-3403.691895
001481_1875-ORI_77_h_flip.tif,-3476.518555,-3403.691895
001481_1875-ORI_77_hv_flip.tif,-3476.518555,-3403.691895
001481_1875-ORI_78.tif,-3422.165039,-3339.246582
001481_1875-ORI_78_v_flip.tif,-3422.165039,-3339.246582
001481_1875-ORI_78_h_flip.tif,-3422.165039,-3339.246582
001481_1875-ORI_78_hv_flip.tif,-3422.165039,-3339.246582
001481_1875-ORI_79.tif,-3383.070068,-3273.125244
001481_1875-ORI_79_v_flip.tif,-3383.070068,-3273.125244
001481_1875-ORI_79_h_flip.tif,-3383.070068,-3273.125244
001481_1875-ORI_79_hv_flip.tif,-3383.070068,-3273.125244
001481_1875-ORI_8.tif,-3605.205322,-3542.348389
001481_1875-ORI_8_v_flip.tif,-3605.205322,-3542.348389
001481_1875-ORI_8_h_flip.tif,-3605.205322,-3542.348389
001481_1875-ORI_8_hv_flip.tif,-3605.205322,-3542.348389
001488_1750-ORI_125.tif,-3285.751465,-3176.672852
001488_1750-ORI_125_v_flip.tif,-3285.751465,-3176.672852
001488_1750-ORI_125_h_flip.tif,-3285.751465,-3176.672852
001488_1750-ORI_125_hv_flip.tif,-3285.751465,-3176.672852
001488_1750-ORI_126.tif,-3229.103760,-3141.986328
001488_1750-ORI_126_v_flip.tif,-3229.103760,-3141.986328
001488_1750-ORI_126_h_flip.tif,-3229.103760,-3141.986328
001488_1750-ORI_126_hv_flip.tif,-3229.103760,-3141.986328
001488_1750-ORI_127.tif,-3518.238770,-3445.111816
001488_1750-ORI_127_v_flip.tif,-3518.238770,-3445.111816
001488_1750-ORI_127_h_flip.tif,-3518.238770,-3445.111816
001488_1750-ORI_127_hv_flip.tif,-3518.238770,-3445.111816
001488_1750-ORI_128.tif,-3442.575684,-3360.711182
001488_1750-ORI_128_v_flip.tif,-3442.575684,-3360.711182
001488_1750-ORI_128_h_flip.tif,-3442.575684,-3360.711182
001488_1750-ORI_128_hv_flip.tif,-3442.575684,-3360.711182
001488_1750-ORI_129.tif,-3430.685791,-3355.026367
001488_1750-ORI_129_v_flip.tif,-3430.685791,-3355.026367
001488_1750-ORI_129_h_flip.tif,-3430.685791,-3355.026367
001488_1750-ORI_129_hv_flip.tif,-3430.685791,-3355.026367
001488_1750-ORI_13.tif,-3941.163330,-3777.605957
001488_1750-ORI_13_v_flip.tif,-3941.163330,-3777.605957
001488_1750-ORI_13_h_flip.tif,-3941.163330,-3777.605957
001488_1750-ORI_13_hv_flip.tif,-3941.163330,-3777.605957
001488_1750-ORI_130.tif,-3425.012695,-3333.300049
001488_1750-ORI_130_v_flip.tif,-3425.012695,-3333.300049
001488_1750-ORI_130_h_flip.tif,-3425.012695,-3333.300049
001488_1750-ORI_130_hv_flip.tif,-3425.012695,-3333.300049
001488_1750-ORI_131.tif,-3240.196289,-3172.479248
001488_1750-ORI_131_v_flip.tif,-3240.196289,-3172.479248
001488_1750-ORI_131_h_flip.tif,-3240.196289,-3172.479248
001488_1750-ORI_131_hv_flip.tif,-3240.196289,-3172.479248
001488_1750-ORI_132.tif,-3474.869873,-3389.986572
001488_1750-ORI_132_v_flip.tif,-3474.869873,-3389.986572
001488_1750-ORI_132_h_flip.tif,-3474.869873,-3389.986572
001488_1750-ORI_132_hv_flip.tif,-3474.869873,-3389.986572
001488_1750-ORI_133.tif,-4135.297852,-4000.624756
001488_1750-ORI_133_v_flip.tif,-4135.297852,-4000.624756
001488_1750-ORI_133_h_flip.tif,-4135.297852,-4000.624756
001488_1750-ORI_133_hv_flip.tif,-4135.297852,-4000.624756
001488_1750-ORI_166.tif,-3906.817627,-3739.290039
001488_1750-ORI_166_v_flip.tif,-3906.817627,-3739.290039
001488_1750-ORI_166_h_flip.tif,-3906.817627,-3739.290039
001488_1750-ORI_166_hv_flip.tif,-3906.817627,-3739.290039
001488_1750-ORI_167.tif,-3995.707275,-3832.177979
001488_1750-ORI_167_v_flip.tif,-3995.707275,-3832.177979
001488_1750-ORI_167_h_flip.tif,-3995.707275,-3832.177979
001488_1750-ORI_167_hv_flip.tif,-3995.707275,-3832.177979
001488_1750-ORI_168.tif,-3964.049316,-3705.574951
001488_1750-ORI_168_v_flip.tif,-3964.049316,-3705.574951
001488_1750-ORI_168_h_flip.tif,-3964.049316,-3705.574951
001488_1750-ORI_168_hv_flip.tif,-3964.049316,-3705.574951
001488_1750-ORI_169.tif,-3887.902100,-3665.656494
001488_1750-ORI_169_v_flip.tif,-3887.902100,-3665.656494
001488_1750-ORI_169_h_flip.tif,-3887.902100,-3665.656494
001488_1750-ORI_169_hv_flip.tif,-3887.902100,-3665.656494
001488_1750-ORI_17.tif,-3921.501221,-3712.065918
001488_1750-ORI_17_v_flip.tif,-3921.501221,-3712.065918
001488_1750-ORI_17_h_flip.tif,-3921.501221,-3712.065918
001488_1750-ORI_17_hv_flip.tif,-3921.501221,-3712.065918
001488_1750-ORI_170.tif,-3734.556152,-3625.824707
001488_1750-ORI_170_v_flip.tif,-3734.556152,-3625.824707
001488_1750-ORI_170_h_flip.tif,-3734.556152,-3625.824707
001488_1750-ORI_170_hv_flip.tif,-3734.556152,-3625.824707
001488_1750-ORI_171.tif,-3463.426758,-3310.807861
001488_1750-ORI_171_v_flip.tif,-3463.426758,-3310.807861
001488_1750-ORI_171_h_flip.tif,-3463.426758,-3310.807861
001488_1750-ORI_171_hv_flip.tif,-3463.426758,-3310.807861
001488_1750-ORI_172.tif,-3377.440918,-3233.896484
001488_1750-ORI_172_v_flip.tif,-3377.440918,-3233.896484
001488_1750-ORI_172_h_flip.tif,-3377.440918,-3233.896484
001488_1750-ORI_172_hv_flip.tif,-3377.440918,-3233.896484
001488_1750-ORI_173.tif,-3552.736084,-3467.480957
001488_1750-ORI_173_v_flip.tif,-3552.736084,-3467.480957
001488_1750-ORI_173_h_flip.tif,-3552.736084,-3467.480957
001488_1750-ORI_173_hv_flip.tif,-3552.736084,-3467.480957
001488_1750-ORI_174.tif,-3488.683105,-3374.898926
001488_1750-ORI_174_v_flip.tif,-3488.683105,-3374.898926
001488_1750-ORI_174_h_flip.tif,-3488.683105,-3374.898926
001488_1750-ORI_174_hv_flip.tif,-3488.683105,-3374.898926
001488_1750-ORI_61.tif,-3538.645264,-3395.459717
001488_1750-ORI_61_v_flip.tif,-3538.645264,-3395.459717
001488_1750-ORI_61_h_flip.tif,-3538.645264,-3395.459717
001488_1750-ORI_61_hv_flip.tif,-3538.645264,-3395.459717
001488_1750-ORI_62.tif,-3530.133545,-3312.754639
001488_1750-ORI_62_v_flip.tif,-3530.133545,-3312.754639
001488_1750-ORI_62_h_flip.tif,-3530.133545,-3312.754639
001488_1750-ORI_62_hv_flip.tif,-3530.133545,-3312.754639
001488_1750-ORI_63.tif,-3904.507324,-3679.918701
001488_1750-ORI_63_v_flip.tif,-3904.507324,-3679.918701
001488_1750-ORI_63_h_flip.tif,-3904.507324,-3679.918701
001488_1750-ORI_63_hv_flip.tif,-3904.507324,-3679.918701
001488_1750-ORI_64.tif,-3864.318359,-3649.840088
001488_1750-ORI_64_v_flip.tif,-3864.318359,-3649.840088
001488_1750-ORI_64_h_flip.tif,-3864.318359,-3649.840088
001488_1750-ORI_64_hv_flip.tif,-3864.318359,-3649.840088
001488_1750-ORI_65.tif,-3682.384521,-3605.011719
001488_1750-ORI_65_v_flip.tif,-3682.384521,-3605.011719
001488_1750-ORI_65_h_flip.tif,-3682.384521,-3605.011719
001488_1750-ORI_65_hv_flip.tif,-3682.384521,-3605.011719
001488_1750-ORI_66.tif,-3504.711426,-3405.449951
001488_1750-ORI_66_v_flip.tif,-3504.711426,-3405.449951
001488_1750-ORI_66_h_flip.tif,-3504.711426,-3405.449951
001488_1750-ORI_66_hv_flip.tif,-3504.711426,-3405.449951
001488_1750-ORI_67.tif,-3496.910889,-3287.894775
001488_1750-ORI_67_v_flip.tif,-3496.910889,-3287.894775
001488_1750-ORI_67_h_flip.tif,-3496.910889,-3287.894775
001488_1750-ORI_67_hv_flip.tif,-3496.910889,-3287.894775
001488_1750-ORI_68.tif,-3435.524414,-3269.915771
001488_1750-ORI_68_v_flip.tif,-3435.524414,-3269.915771
001488_1750-ORI_68_h_flip.tif,-3435.524414,-3269.915771
001488_1750-ORI_68_hv_flip.tif,-3435.524414,-3269.915771
001488_1750-ORI_69.tif,-3804.335205,-3625.824707
001488_1750-ORI_69_v_flip.tif,-3804.335205,-3625.824707
001488_1750-ORI_69_h_flip.tif,-3804.335205,-3625.824707
001488_1750-ORI_69_hv_flip.tif,-3804.335205,-3625.824707
001488_1750-ORI_7.tif,-4285.890625,-4072.413574
001488_1750-ORI_7_v_flip.tif,-4285.890625,-4072.413574
001488_1750-ORI_7_h_flip.tif,-4285.890625,-4072.413574
001488_1750-ORI_7_hv_flip.tif,-4285.890625,-4072.413574
001488_1750-ORI_116.tif,-3536.637451,-3401.488770
001488_1750-ORI_116_v_flip.tif,-3536.637451,-3401.488770
001488_1750-ORI_116_h_flip.tif,-3536.637451,-3401.488770
001488_1750-ORI_116_hv_flip.tif,-3536.637451,-3401.488770
001488_1750-ORI_117.tif,-3482.728760,-3417.890869
001488_1750-ORI_117_v_flip.tif,-3482.728760,-3417.890869
001488_1750-ORI_117_h_flip.tif,-3482.728760,-3417.890869
001488_1750-ORI_117_hv_flip.tif,-3482.728760,-3417.890869
001488_1750-ORI_118.tif,-3448.306152,-3358.908691
001488_1750-ORI_118_v_flip.tif,-3448.306152,-3358.908691
001488_1750-ORI_118_h_flip.tif,-3448.306152,-3358.908691
001488_1750-ORI_118_hv_flip.tif,-3448.306152,-3358.908691
001488_1750-ORI_119.tif,-3404.667236,-3358.908691
001488_1750-ORI_119_v_flip.tif,-3404.667236,-3358.908691
001488_1750-ORI_119_h_flip.tif,-3404.667236,-3358.908691
001488_1750-ORI_119_hv_flip.tif,-3404.667236,-3358.908691
001488_1750-ORI_12.tif,-3979.261963,-3832.908203
001488_1750-ORI_12_v_flip.tif,-3979.261963,-3832.908203
001488_1750-ORI_12_h_flip.tif,-3979.261963,-3832.908203
001488_1750-ORI_12_hv_flip.tif,-3979.261963,-3832.908203
001488_1750-ORI_120.tif,-3339.124023,-3254.737793
001488_1750-ORI_120_v_flip.tif,-3339.124023,-3254.737793
001488_1750-ORI_120_h_flip.tif,-3339.124023,-3254.737793
001488_1750-ORI_120_hv_flip.tif,-3339.124023,-3254.737793
001488_1750-ORI_121.tif,-3329.215576,-3186.729492
001488_1750-ORI_121_v_flip.tif,-3329.215576,-3186.729492
001488_1750-ORI_121_h_flip.tif,-3329.215576,-3186.729492
001488_1750-ORI_121_hv_flip.tif,-3329.215576,-3186.729492
001488_1750-ORI_122.tif,-3287.285156,-3176.874268
001488_1750-ORI_122_v_flip.tif,-3287.285156,-3176.874268
001488_1750-ORI_122_h_flip.tif,-3287.285156,-3176.874268
001488_1750-ORI_122_hv_flip.tif,-3287.285156,-3176.874268
001488_1750-ORI_123.tif,-3445.268555,-3356.357422
001488_1750-ORI_123_v_flip.tif,-3445.268555,-3356.357422
001488_1750-ORI_123_h_flip.tif,-3445.268555,-3356.357422
001488_1750-ORI_123_hv_flip.tif,-3445.268555,-3356.357422
001488_1750-ORI_124.tif,-3323.763916,-3213.153076
001488_1750-ORI_124_v_flip.tif,-3323.763916,-3213.153076
001488_1750-ORI_124_h_flip.tif,-3323.763916,-3213.153076
001488_1750-ORI_124_hv_flip.tif,-3323.763916,-3213.153076
001488_1750-ORI_34.tif,-4173.032715,-4010.302246
001488_1750-ORI_34_v_flip.tif,-4173.032715,-4010.302246
001488_1750-ORI_34_h_flip.tif,-4173.032715,-4010.302246
001488_1750-ORI_34_hv_flip.tif,-4173.032715,-4010.302246
001488_1750-ORI_35.tif,-4085.916504,-3913.362305
001488_1750-ORI_35_v_flip.tif,-4085.916504,-3913.362305
001488_1750-ORI_35_h_flip.tif,-4085.916504,-3913.362305
001488_1750-ORI_35_hv_flip.tif,-4085.916504,-3913.362305
001488_1750-ORI_36.tif,-3981.699219,-3757.939209
001488_1750-ORI_36_v_flip.tif,-3981.699219,-3757.939209
001488_1750-ORI_36_h_flip.tif,-3981.699219,-3757.939209
001488_1750-ORI_36_hv_flip.tif,-3981.699219,-3757.939209
001488_1750-ORI_37.tif,-3918.521484,-3684.109619
001488_1750-ORI_37_v_flip.tif,-3918.521484,-3684.109619
001488_1750-ORI_37_h_flip.tif,-3918.521484,-3684.109619
001488_1750-ORI_37_hv_flip.tif,-3918.521484,-3684.109619
001488_1750-ORI_38.tif,-3802.343018,-3644.045166
001488_1750-ORI_38_v_flip.tif,-3802.343018,-3644.045166
001488_1750-ORI_38_h_flip.tif,-3802.343018,-3644.045166
001488_1750-ORI_38_hv_flip.tif,-3802.343018,-3644.045166
001488_1750-ORI_39.tif,-3755.392334,-3602.720703
001488_1750-ORI_39_v_flip.tif,-3755.392334,-3602.720703
001488_1750-ORI_39_h_flip.tif,-3755.392334,-3602.720703
001488_1750-ORI_39_hv_flip.tif,-3755.392334,-3602.720703
001488_1750-ORI_4.tif,-4000.855957,-3887.765625
001488_1750-ORI_4_v_flip.tif,-4000.855957,-3887.765625
001488_1750-ORI_4_h_flip.tif,-4000.855957,-3887.765625
001488_1750-ORI_4_hv_flip.tif,-4000.855957,-3887.765625
001488_1750-ORI_40.tif,-3711.665283,-3587.819336
001488_1750-ORI_40_v_flip.tif,-3711.665283,-3587.819336
001488_1750-ORI_40_h_flip.tif,-3711.665283,-3587.819336
001488_1750-ORI_40_hv_flip.tif,-3711.665283,-3587.819336
001488_1750-ORI_41.tif,-3690.489502,-3588.969482
001488_1750-ORI_41_v_flip.tif,-3690.489502,-3588.969482
001488_1750-ORI_41_h_flip.tif,-3690.489502,-3588.969482
001488_1750-ORI_41_hv_flip.tif,-3690.489502,-3588.969482
001488_1750-ORI_42.tif,-3688.773682,-3551.096924
001488_1750-ORI_42_v_flip.tif,-3688.773682,-3551.096924
001488_1750-ORI_42_h_flip.tif,-3688.773682,-3551.096924
001488_1750-ORI_42_hv_flip.tif,-3688.773682,-3551.096924
001488_1750-ORI_43.tif,-4076.725098,-3985.965820
001488_1750-ORI_43_v_flip.tif,-4076.725098,-3985.965820
001488_1750-ORI_43_h_flip.tif,-4076.725098,-3985.965820
001488_1750-ORI_43_hv_flip.tif,-4076.725098,-3985.965820
001488_1750-ORI_44.tif,-4012.312256,-3835.786377
001488_1750-ORI_44_v_flip.tif,-4012.312256,-3835.786377
001488_1750-ORI_44_h_flip.tif,-4012.312256,-3835.786377
001488_1750-ORI_44_hv_flip.tif,-4012.312256,-3835.786377
001488_1750-ORI_45.tif,-3916.048096,-3683.711914
001488_1750-ORI_45_v_flip.tif,-3916.048096,-3683.711914
001488_1750-ORI_45_h_flip.tif,-3916.048096,-3683.711914
001488_1750-ORI_45_hv_flip.tif,-3916.048096,-3683.711914
001488_1750-ORI_46.tif,-3640.592773,-3556.702881
001488_1750-ORI_46_v_flip.tif,-3640.592773,-3556.702881
001488_1750-ORI_46_h_flip.tif,-3640.592773,-3556.702881
001488_1750-ORI_46_hv_flip.tif,-3640.592773,-3556.702881
001488_1750-ORI_47.tif,-3630.578125,-3550.150879
001488_1750-ORI_47_v_flip.tif,-3630.578125,-3550.150879
001488_1750-ORI_47_h_flip.tif,-3630.578125,-3550.150879
001488_1750-ORI_47_hv_flip.tif,-3630.578125,-3550.150879
001488_1750-ORI_48.tif,-3630.578125,-3462.401123
001488_1750-ORI_48_v_flip.tif,-3630.578125,-3462.401123
001488_1750-ORI_48_h_flip.tif,-3630.578125,-3462.401123
001488_1750-ORI_48_hv_flip.tif,-3630.578125,-3462.401123
001488_1750-ORI_49.tif,-3956.205078,-3699.679932
001488_1750-ORI_49_v_flip.tif,-3956.205078,-3699.679932
001488_1750-ORI_49_h_flip.tif,-3956.205078,-3699.679932
001488_1750-ORI_49_hv_flip.tif,-3956.205078,-3699.679932
001488_1750-ORI_5.tif,-4000.855957,-3772.328613
001488_1750-ORI_5_v_flip.tif,-4000.855957,-3772.328613
001488_1750-ORI_5_h_flip.tif,-4000.855957,-3772.328613
001488_1750-ORI_5_hv_flip.tif,-4000.855957,-3772.328613
001488_1750-ORI_50.tif,-3824.628906,-3636.085938
001488_1750-ORI_50_v_flip.tif,-3824.628906,-3636.085938
001488_1750-ORI_50_h_flip.tif,-3824.628906,-3636.085938
001488_1750-ORI_50_hv_flip.tif,-3824.628906,-3636.085938
001488_1750-ORI_51.tif,-3769.177246,-3607.174805
001488_1750-ORI_51_v_flip.tif,-3769.177246,-3607.174805
001488_1750-ORI_51_h_flip.tif,-3769.177246,-3607.174805
001488_1750-ORI_51_hv_flip.tif,-3769.177246,-3607.174805
001488_1750-ORI_52.tif,-3623.258789,-3542.387451
001488_1750-ORI_52_v_flip.tif,-3623.258789,-3542.387451
001488_1750-ORI_52_h_flip.tif,-3623.258789,-3542.387451
001488_1750-ORI_52_hv_flip.tif,-3623.258789,-3542.387451
001488_1750-ORI_53.tif,-3592.990234,-3537.543457
001488_1750-ORI_53_v_flip.tif,-3592.990234,-3537.543457
001488_1750-ORI_53_h_flip.tif,-3592.990234,-3537.543457
001488_1750-ORI_53_hv_flip.tif,-3592.990234,-3537.543457
001488_1750-ORI_54.tif,-3844.672607,-3650.804688
001488_1750-ORI_54_v_flip.tif,-3844.672607,-3650.804688
001488_1750-ORI_54_h_flip.tif,-3844.672607,-3650.804688
001488_1750-ORI_54_hv_flip.tif,-3844.672607,-3650.804688
001488_1750-ORI_55.tif,-3800.065918,-3627.020508
001488_1750-ORI_55_v_flip.tif,-3800.065918,-3627.020508
001488_1750-ORI_55_h_flip.tif,-3800.065918,-3627.020508
001488_1750-ORI_55_hv_flip.tif,-3800.065918,-3627.020508
001488_1750-ORI_56.tif,-3570.441406,-3513.840088
001488_1750-ORI_56_v_flip.tif,-3570.441406,-3513.840088
001488_1750-ORI_56_h_flip.tif,-3570.441406,-3513.840088
001488_1750-ORI_56_hv_flip.tif,-3570.441406,-3513.840088
001488_1750-ORI_57.tif,-3559.482178,-3393.209717
001488_1750-ORI_57_v_flip.tif,-3559.482178,-3393.209717
001488_1750-ORI_57_h_flip.tif,-3559.482178,-3393.209717
001488_1750-ORI_57_hv_flip.tif,-3559.482178,-3393.209717
001488_1750-ORI_58.tif,-3511.548584,-3371.307617
001488_1750-ORI_58_v_flip.tif,-3511.548584,-3371.307617
001488_1750-ORI_58_h_flip.tif,-3511.548584,-3371.307617
001488_1750-ORI_58_hv_flip.tif,-3511.548584,-3371.307617
001488_1750-ORI_59.tif,-3706.563477,-3597.702148
001488_1750-ORI_59_v_flip.tif,-3706.563477,-3597.702148
001488_1750-ORI_59_h_flip.tif,-3706.563477,-3597.702148
001488_1750-ORI_59_hv_flip.tif,-3706.563477,-3597.702148
001488_1750-ORI_6.tif,-4312.594727,-4205.685547
001488_1750-ORI_6_v_flip.tif,-4312.594727,-4205.685547
001488_1750-ORI_6_h_flip.tif,-4312.594727,-4205.685547
001488_1750-ORI_6_hv_flip.tif,-4312.594727,-4205.685547
001488_1750-ORI_60.tif,-3676.576904,-3574.256104
001488_1750-ORI_60_v_flip.tif,-3676.576904,-3574.256104
001488_1750-ORI_60_h_flip.tif,-3676.576904,-3574.256104
001488_1750-ORI_60_hv_flip.tif,-3676.576904,-3574.256104
001488_1750-ORI_175.tif,-3383.617676,-3263.780273
001488_1750-ORI_175_v_flip.tif,-3383.617676,-3263.780273
001488_1750-ORI_175_h_flip.tif,-3383.617676,-3263.780273
001488_1750-ORI_175_hv_flip.tif,-3383.617676,-3263.780273
001488_1750-ORI_176.tif,-3217.459473,-3135.163330
001488_1750-ORI_176_v_flip.tif,-3217.459473,-3135.163330
001488_1750-ORI_176_h_flip.tif,-3217.459473,-3135.163330
001488_1750-ORI_176_hv_flip.tif,-3217.459473,-3135.163330
001488_1750-ORI_18.tif,-3870.131348,-3712.065918
001488_1750-ORI_18_v_flip.tif,-3870.131348,-3712.065918
001488_1750-ORI_18_h_flip.tif,-3870.131348,-3712.065918
001488_1750-ORI_18_hv_flip.tif,-3870.131348,-3712.065918
001488_1750-ORI_19.tif,-3823.227539,-3654.611816
001488_1750-ORI_19_v_flip.tif,-3823.227539,-3654.611816
001488_1750-ORI_19_h_flip.tif,-3823.227539,-3654.611816
001488_1750-ORI_19_hv_flip.tif,-3823.227539,-3654.611816
001488_1750-ORI_2.tif,-4282.952148,-4088.272949
001488_1750-ORI_2_v_flip.tif,-4282.952148,-4088.272949
001488_1750-ORI_2_h_flip.tif,-4282.952148,-4088.272949
001488_1750-ORI_2_hv_flip.tif,-4282.952148,-4088.272949
001488_1750-ORI_20.tif,-4243.730957,-4017.724609
001488_1750-ORI_20_v_flip.tif,-4243.730957,-4017.724609
001488_1750-ORI_20_h_flip.tif,-4243.730957,-4017.724609
001488_1750-ORI_20_hv_flip.tif,-4243.730957,-4017.724609
001488_1750-ORI_21.tif,-4184.864258,-4002.788818
001488_1750-ORI_21_v_flip.tif,-4184.864258,-4002.788818
001488_1750-ORI_21_h_flip.tif,-4184.864258,-4002.788818
001488_1750-ORI_21_hv_flip.tif,-4184.864258,-4002.788818
001488_1750-ORI_22.tif,-3984.577393,-3780.852051
001488_1750-ORI_22_v_flip.tif,-3984.577393,-3780.852051
001488_1750-ORI_22_h_flip.tif,-3984.577393,-3780.852051
001488_1750-ORI_22_hv_flip.tif,-3984.577393,-3780.852051
001488_1750-ORI_23.tif,-3854.879395,-3669.983398
001488_1750-ORI_23_v_flip.tif,-3854.879395,-3669.983398
001488_1750-ORI_23_h_flip.tif,-3854.879395,-3669.983398
001488_1750-ORI_23_hv_flip.tif,-3854.879395,-3669.983398
001488_1750-ORI_24.tif,-3807.588135,-3669.983398
001488_1750-ORI_24_v_flip.tif,-3807.588135,-3669.983398
001488_1750-ORI_24_h_flip.tif,-3807.588135,-3669.983398
001488_1750-ORI_24_hv_flip.tif,-3807.588135,-3669.983398
001488_1750-ORI_70.tif,-3779.043457,-3628.489014
001488_1750-ORI_70_v_flip.tif,-3779.043457,-3628.489014
001488_1750-ORI_70_h_flip.tif,-3779.043457,-3628.489014
001488_1750-ORI_70_hv_flip.tif,-3779.043457,-3628.489014
001488_1750-ORI_71.tif,-3727.945312,-3610.033691
001488_1750-ORI_71_v_flip.tif,-3727.945312,-3610.033691
001488_1750-ORI_71_h_flip.tif,-3727.945312,-3610.033691
001488_1750-ORI_71_hv_flip.tif,-3727.945312,-3610.033691
001488_1750-ORI_72.tif,-3544.734863,-3424.554688
001488_1750-ORI_72_v_flip.tif,-3544.734863,-3424.554688
001488_1750-ORI_72_h_flip.tif,-3544.734863,-3424.554688
001488_1750-ORI_72_hv_flip.tif,-3544.734863,-3424.554688
001488_1750-ORI_73.tif,-3468.724365,-3286.415527
001488_1750-ORI_73_v_flip.tif,-3468.724365,-3286.415527
001488_1750-ORI_73_h_flip.tif,-3468.724365,-3286.415527
001488_1750-ORI_73_hv_flip.tif,-3468.724365,-3286.415527
001488_1750-ORI_74.tif,-3393.034668,-3254.087891
001488_1750-ORI_74_v_flip.tif,-3393.034668,-3254.087891
001488_1750-ORI_74_h_flip.tif,-3393.034668,-3254.087891
001488_1750-ORI_74_hv_flip.tif,-3393.034668,-3254.087891
001488_1750-ORI_75.tif,-3515.806396,-3405.208496
001488_1750-ORI_75_v_flip.tif,-3515.806396,-3405.208496
001488_1750-ORI_75_h_flip.tif,-3515.806396,-3405.208496
001488_1750-ORI_75_hv_flip.tif,-3515.806396,-3405.208496
001488_1750-ORI_76.tif,-3492.242432,-3354.061523
001488_1750-ORI_76_v_flip.tif,-3492.242432,-3354.061523
001488_1750-ORI_76_h_flip.tif,-3492.242432,-3354.061523
001488_1750-ORI_76_hv_flip.tif,-3492.242432,-3354.061523
001488_1750-ORI_77.tif,-3444.364258,-3346.001953
001488_1750-ORI_77_v_flip.tif,-3444.364258,-3346.001953
001488_1750-ORI_77_h_flip.tif,-3444.364258,-3346.001953
001488_1750-ORI_77_hv_flip.tif,-3444.364258,-3346.001953
001488_1750-ORI_78.tif,-3443.785156,-3229.978760
001488_1750-ORI_78_v_flip.tif,-3443.785156,-3229.978760
001488_1750-ORI_78_h_flip.tif,-3443.785156,-3229.978760
001488_1750-ORI_78_hv_flip.tif,-3443.785156,-3229.978760
001488_1750-ORI_79.tif,-3393.034668,-3214.073242
001488_1750-ORI_79_v_flip.tif,-3393.034668,-3214.073242
001488_1750-ORI_79_h_flip.tif,-3393.034668,-3214.073242
001488_1750-ORI_79_hv_flip.tif,-3393.034668,-3214.073242
001488_1750-ORI_89.tif,-3527.165283,-3417.806641
001488_1750-ORI_89_v_flip.tif,-3527.165283,-3417.806641
001488_1750-ORI_89_h_flip.tif,-3527.165283,-3417.806641
001488_1750-ORI_89_hv_flip.tif,-3527.165283,-3417.806641
001488_1750-ORI_9.tif,-4316.290039,-4201.621094
001488_1750-ORI_9_v_flip.tif,-4316.290039,-4201.621094
001488_1750-ORI_9_h_flip.tif,-4316.290039,-4201.621094
001488_1750-ORI_9_hv_flip.tif,-4316.290039,-4201.621094
001488_1750-ORI_90.tif,-3497.939941,-3397.866455
001488_1750-ORI_90_v_flip.tif,-3497.939941,-3397.866455
001488_1750-ORI_90_h_flip.tif,-3497.939941,-3397.866455
001488_1750-ORI_90_hv_flip.tif,-3497.939941,-3397.866455
001488_1750-ORI_91.tif,-3474.285400,-3369.396973
001488_1750-ORI_91_v_flip.tif,-3474.285400,-3369.396973
001488_1750-ORI_91_h_flip.tif,-3474.285400,-3369.396973
001488_1750-ORI_91_hv_flip.tif,-3474.285400,-3369.396973
001488_1750-ORI_92.tif,-3434.730713,-3310.807861
001488_1750-ORI_92_v_flip.tif,-3434.730713,-3310.807861
001488_1750-ORI_92_h_flip.tif,-3434.730713,-3310.807861
001488_1750-ORI_92_hv_flip.tif,-3434.730713,-3310.807861
001488_1750-ORI_93.tif,-3390.166504,-3256.027100
001488_1750-ORI_93_v_flip.tif,-3390.166504,-3256.027100
001488_1750-ORI_93_h_flip.tif,-3390.166504,-3256.027100
001488_1750-ORI_93_hv_flip.tif,-3390.166504,-3256.027100
001488_1750-ORI_94.tif,-3641.776611,-3591.865967
